Company Name,BSE Code,NSE Symbol,Latest Market Cap,Industry
Reliance Industries Ltd.,500325,RELIANCE," ? 20,68,303.00 ",Refineries
HDFC Bank Ltd.,500180,HDFCBANK," ? 15,42,858.00 ",Bank - Private
Tata Consultancy Services Ltd.,532540,TCS," ? 12,40,896.00 ",IT - Software
Bharti Airtel Ltd.,532454,BHARTIARTL," ? 12,10,843.00 ",Telecommunication - Service  Provider
ICICI Bank Ltd.,532174,ICICIBANK," ? 10,21,338.00 ",Bank - Private
State Bank Of India,500112,SBIN," ? 7,32,086.60 ",Bank - Public
Infosys Ltd.,500209,INFY," ? 6,65,957.00 ",IT - Software
Life Insurance Corporation of India,543526,LICI," ? 6,14,125.70 ",Insurance
Bajaj Finance Ltd.,500034,BAJFINANCE," ? 5,81,841.30 ",Finance - NBFC
Hindustan Unilever Ltd.,500696,HINDUNILVR," ? 5,39,348.70 ",Household & Personal Products
ITC Ltd.,500875,ITC," ? 5,19,603.20 ",Cigarettes/Tobacco
Larsen & Toubro Ltd.,500510,LT," ? 5,04,303.10 ",Engineering - Construction
HCL Technologies Ltd.,532281,HCLTECH," ? 4,65,472.20 ",IT - Software
Kotak Mahindra Bank Ltd.,500247,KOTAKBANK," ? 4,34,169.60 ",Bank - Private
Sun Pharmaceutical Industries Ltd.,524715,SUNPHARMA," ? 4,00,017.10 ",Pharmaceuticals & Drugs
Maruti Suzuki India Ltd.,532500,MARUTI," ? 3,91,179.70 ",Automobiles - Passenger Cars
Mahindra & Mahindra Ltd.,500520,M&M," ? 3,80,975.10 ",Automobiles - Passenger Cars
Axis Bank Ltd.,532215,AXISBANK," ? 3,63,862.50 ",Bank - Private
Ultratech Cement Ltd.,532538,ULTRACEMCO," ? 3,59,137.40 ",Cement & Construction Materials
Hindustan Aeronautics Ltd.,541154,HAL," ? 3,28,515.70 ",Defence
Titan Company Ltd.,500114,TITAN," ? 3,28,251.10 ",Diamond  &  Jewellery
Bajaj Finserv Ltd.,532978,BAJAJFINSV," ? 3,27,815.20 ",Finance - Investment
NTPC Ltd.,532555,NTPC," ? 3,22,511.10 ",Power Generation/Distribution
Bharat Electronics Ltd.,500049,BEL," ? 3,15,965.20 ",Defence
Adani Ports and Special Economic Zone Ltd.,532921,ADANIPORTS," ? 3,12,572.10 ",Port
Oil & Natural Gas Corporation Ltd.,500312,ONGC," ? 3,06,166.30 ",Oil Exploration
Adani Enterprises Ltd.,512599,ADANIENT," ? 3,02,603.10 ",Trading
Avenue Supermarts Ltd.,540376,DMART," ? 2,89,732.40 ",Retailing
Wipro Ltd.,507685,WIPRO," ? 2,76,994.80 ",IT - Software
Power Grid Corporation Of India Ltd.,532898,POWERGRID," ? 2,76,739.50 ",Power Generation/Distribution
Tata Motors Ltd.,500570,TATAMOTORS," ? 2,51,738.40 ",Automobiles-Trucks/Lcv
JSW Steel Ltd.,500228,JSWSTEEL," ? 2,51,271.80 ",Steel & Iron Products
Coal India Ltd.,533278,COALINDIA," ? 2,40,192.30 ",Mining & Minerals
Eternal Ltd.,543320,ETERNAL," ? 2,36,802.30 ",e-Commerce
Bajaj Auto Ltd.,532977,BAJAJ-AUTO," ? 2,34,448.30 ",Automobile Two & Three Wheelers
Nestle India Ltd.,500790,NESTLEIND," ? 2,32,371.50 ",Consumer Food
Interglobe Aviation Ltd.,539448,INDIGO," ? 2,30,553.40 ",Airlines
Adani Power Ltd.,533096,ADANIPOWER," ? 2,28,099.40 ",Power Generation/Distribution
Asian Paints Ltd.,500820,ASIANPAINT," ? 2,27,174.20 ",Paints
Trent Ltd.,500251,TRENT," ? 2,18,411.50 ",Retailing
JIO Financial Services Ltd.,543940,JIOFIN," ? 2,09,399.60 ",Finance - NBFC
DLF Ltd.,532868,DLF," ? 2,08,780.20 ",Construction - Real Estate
Indian Oil Corporation Ltd.,530965,IOC," ? 2,07,779.90 ",Refineries
Tata Steel Ltd.,500470,TATASTEEL," ? 1,99,811.40 ",Steel & Iron Products
Grasim Industries Ltd.,500300,GRASIM," ? 1,93,236.70 ",Diversified
Hindustan Zinc Ltd.,500188,HINDZINC," ? 1,90,287.20 ",Metal - Non Ferrous
SBI Life Insurance Company Ltd.,540719,SBILIFE," ? 1,86,687.90 ",Insurance
Indian Railway Finance Corporation Ltd.,543257,IRFC," ? 1,84,919.40 ",Finance Term Lending
Hyundai Motor India Ltd.,544274,HYUNDAI," ? 1,82,066.10 ",Automobiles - Passenger Cars
Divi's Laboratories Ltd.,532488,DIVISLAB," ? 1,82,018.50 ",Pharmaceuticals & Drugs
Vedanta Ltd.,500295,VEDL," ? 1,81,948.10 ",Metal - Non Ferrous
HDFC Life Insurance Company Ltd.,540777,HDFCLIFE," ? 1,74,464.90 ",Insurance
Adani Green Energy Ltd.,541450,ADANIGREEN," ? 1,65,022.50 ",Power Generation/Distribution
Tech Mahindra Ltd.,532755,TECHM," ? 1,63,645.20 ",IT - Software
Bajaj Holdings & Investment Ltd.,500490,BAJAJHLDNG," ? 1,59,606.00 ",Finance - NBFC
LTIMindtree Ltd.,540005,LTIM," ? 1,57,177.10 ",IT - Software
Eicher Motors Ltd.,505200,EICHERMOT," ? 1,56,748.90 ",Automobile Two & Three Wheelers
Solar Industries India Ltd.,532725,SOLARINDS," ? 1,55,606.70 ",Chemicals
Hindalco Industries Ltd.,500440,HINDALCO," ? 1,55,298.20 ",Metal - Non Ferrous
Pidilite Industries Ltd.,500331,PIDILITIND," ? 1,54,924.20 ",Chemicals
Varun Beverages Ltd.,540180,VBL," ? 1,52,727.40 ",Consumer Food
Bharat Petroleum Corporation Ltd.,500547,BPCL," ? 1,44,060.10 ",Refineries
Ambuja Cements Ltd.,500425,AMBUJACEM," ? 1,42,922.70 ",Cement & Construction Materials
Power Finance Corporation Ltd.,532810,PFC," ? 1,39,808.80 ",Finance Term Lending
Macrotech Developers Ltd.,543287,LODHA," ? 1,38,877.80 ",Construction - Real Estate
Britannia Industries Ltd.,500825,BRITANNIA," ? 1,38,342.70 ",Consumer Food
TVS Motor Company Ltd.,532343,TVSMOTOR," ? 1,37,369.60 ",Automobile Two & Three Wheelers
Cholamandalam Investment and Finance Company Ltd.,511243,CHOLAFIN," ? 1,34,571.60 ",Finance - NBFC
Mazagon Dock Shipbuilders Ltd.,543237,MAZDOCK," ? 1,32,107.00 ",Ship Building
Shriram Finance Ltd.,511218,SHRIRAMFIN," ? 1,30,977.40 ",Finance - NBFC
Punjab National Bank,532461,PNB," ? 1,29,950.70 ",Bank - Public
Tata Power Company Ltd.,500400,TATAPOWER," ? 1,29,906.50 ",Power Generation/Distribution
Bank Of Baroda,532134,BANKBARODA," ? 1,28,011.90 ",Bank - Public
ABB India Ltd.,500002,ABB," ? 1,26,074.90 ",Electric Equipment
GAIL (India) Ltd.,532155,GAIL," ? 1,24,676.70 ",Industrial  Gases & Fuels
Max Healthcare Institute Ltd.,543220,MAXHEALTH," ? 1,24,405.60 ",Hospital & Healthcare Services
Cipla Ltd.,500087,CIPLA," ? 1,22,430.90 ",Pharmaceuticals & Drugs
Godrej Consumer Products Ltd.,532424,GODREJCP," ? 1,19,548.70 ",Household & Personal Products
Siemens Ltd.,500550,SIEMENS," ? 1,18,342.40 ",Electric Equipment
Union Bank Of India,532477,UNIONBANK," ? 1,18,046.10 ",Bank - Public
Torrent Pharmaceuticals Ltd.,500420,TORNTPHARM," ? 1,15,636.70 ",Pharmaceuticals & Drugs
IDBI Bank Ltd.,500116,IDBI," ? 1,12,738.90 ",Bank - Private
BSE Ltd.,,BSE," ? 1,12,704.90 ",Finance - Others
Shree Cement Ltd.,500387,SHREECEM," ? 1,12,517.80 ",Cement & Construction Materials
Indus Towers Ltd.,534816,INDUSTOWER," ? 1,10,856.50 ",Telecommunication - Service  Provider
HDFC Asset Management Company Ltd.,541729,HDFCAMC," ? 1,10,013.70 ",Finance - Asset Management
The Indian Hotels Company Ltd.,500850,INDHOTEL," ? 1,08,472.70 ","Hotel, Resort & Restaurants"
Tata Consumer Products Ltd.,500800,TATACONSUM," ? 1,08,413.30 ",Tea/Coffee
Apollo Hospitals Enterprise Ltd.,508869,APOLLOHOSP," ? 1,07,781.00 ",Hospital & Healthcare Services
Samvardhana Motherson International Ltd.,517334,MOTHERSON," ? 1,07,057.20 ",Auto Ancillary
Dr. Reddy's Laboratories Ltd.,500124,DRREDDY," ? 1,06,246.30 ",Pharmaceuticals & Drugs
Muthoot Finance Ltd.,533398,MUTHOOTFIN," ? 1,06,064.00 ",Finance - NBFC
REC Ltd.,532955,RECLTD," ? 1,05,447.50 ",Finance Term Lending
Adani Energy Solutions Ltd.,539254,ADANIENSOL," ? 1,04,799.90 ",Power Generation/Distribution
Canara Bank,532483,CANBK," ? 1,04,693.50 ",Bank - Public
CG Power and Industrial Solutions Ltd.,500093,CGPOWER," ? 1,04,443.70 ",Electric Equipment
United Spirits Ltd.,532432,UNITDSPR," ? 1,01,858.20 ",Breweries & Distilleries
Rail Vikas Nigam Ltd.,542649,RVNL," ? 99,309.51 ",Engineering - Construction
Bharti Hexacom Ltd.,544162,BHARTIHEXA," ? 99,230.00 ",Telecommunication - Service  Provider
Bajaj Housing Finance Ltd.,544252,BAJAJHFL," ? 99,196.44 ",Finance - Housing
Havells India Ltd.,517354,HAVELLS," ? 97,997.26 ",Electric Equipment
ICICI Lombard General Insurance Company Ltd.,540716,ICICIGI," ? 97,920.12 ",Insurance
Info Edge (India) Ltd.,532777,NAUKRI," ? 95,923.41 ",BPO/ITeS
Zydus Lifesciences Ltd.,532321,ZYDUSLIFE," ? 95,803.54 ",Pharmaceuticals & Drugs
ICICI Prudential Life Insurance Company Ltd.,540133,ICICIPRULI," ? 95,554.22 ",Insurance
Mankind Pharma Ltd.,543904,MANKIND," ? 94,939.10 ",Pharmaceuticals & Drugs
Polycab India Ltd.,542652,POLYCAB," ? 94,660.85 ",Cable
Persistent Systems Ltd.,533179,PERSISTENT," ? 94,307.14 ",IT - Software
Hindustan Petroleum Corporation Ltd.,500104,HINDPETRO," ? 93,719.94 ",Refineries
Bosch Ltd.,500530,BOSCHLTD," ? 93,126.17 ",Auto Ancillary
Marico Ltd.,531642,MARICO," ? 92,847.88 ",Consumer Food
Bharat Heavy Electricals Ltd.,500103,BHEL," ? 92,152.81 ",Engineering - Industrial Equipments
Jindal Steel & Power Ltd.,532286,JINDALSTEL," ? 92,142.75 ",Steel/Sponge Iron/Pig Iron
Suzlon Energy Ltd.,532667,SUZLON," ? 92,056.68 ",Electric Equipment
JSW Energy Ltd.,533148,JSWENERGY," ? 92,000.80 ",Power Generation/Distribution
SBI Cards And Payment Services Ltd.,543066,SBICARD," ? 90,956.53 ",Finance - NBFC
GMR Airports Ltd.,532754,GMRAIRPORT," ? 90,817.75 ",Airport Management Services
NTPC Green Energy Ltd.,544289,NTPCGREEN," ? 90,633.60 ",Power Generation/Distribution
Cummins India Ltd.,500480,CUMMINSIND," ? 90,392.15 ",Diesel Engines
Swiggy Ltd.,544285,SWIGGY," ? 90,104.84 ",e-Commerce
SRF Ltd.,503806,SRF," ? 89,890.83 ",Chemicals
Lupin Ltd.,500257,LUPIN," ? 89,557.46 ",Pharmaceuticals & Drugs
Dixon Technologies (India) Ltd.,540699,DIXON," ? 88,998.95 ",Consumer Durables - Electronics
Indian Bank,532814,INDIANB," ? 87,505.51 ",Bank - Public
Hitachi Energy India Ltd.,543187,POWERINDIA," ? 85,980.09 ",Electric Equipment
NHPC Ltd.,533098,NHPC," ? 85,854.91 ",Power Generation/Distribution
Dabur India Ltd.,500096,DABUR," ? 85,562.81 ",Household & Personal Products
Hero MotoCorp Ltd.,500182,HEROMOTOCO," ? 84,526.64 ",Automobile Two & Three Wheelers
Waaree Energies Ltd.,544277,WAAREEENER," ? 84,133.76 ",Electric Equipment
PB Fintech Ltd.,543390,POLICYBZR," ? 83,941.13 ",Fintech
Lloyds Metals & Energy Ltd.,512455,LLOYDSME," ? 82,667.67 ",Steel/Sponge Iron/Pig Iron
Vodafone Idea Ltd.,532822,IDEA," ? 80,715.56 ",Telecommunication - Service  Provider
Oracle Financial Services Software Ltd.,532466,OFSS," ? 77,841.34 ",IT - Software
Indian Overseas Bank,532388,IOB," ? 76,930.08 ",Bank - Public
Ashok Leyland Ltd.,500477,ASHOKLEY," ? 73,883.03 ",Automobiles-Trucks/Lcv
Abbott India Ltd.,500488,ABBOTINDIA," ? 73,660.71 ",Pharmaceuticals & Drugs
Torrent Power Ltd.,532779,TORNTPOWER," ? 73,403.63 ",Power Generation/Distribution
Adani Total Gas Ltd.,542066,ATGL," ? 73,324.34 ",Gas Transmission/Marketing
Aditya Birla Capital Ltd.,540691,ABCAPITAL," ? 73,295.62 ",Finance - NBFC
Bharat Dynamics Ltd.,541143,BDL," ? 72,590.38 ",Defence
Oil India Ltd.,533106,OIL," ? 70,667.98 ",Oil Exploration
Prestige Estates Projects Ltd.,533274,PRESTIGE," ? 70,514.84 ",Construction - Real Estate
Godrej Properties Ltd.,533150,GODREJPROP," ? 69,714.16 ",Construction - Real Estate
Oberoi Realty Ltd.,533273,OBEROIRLTY," ? 69,571.65 ",Construction - Real Estate
Berger Paints India Ltd.,509480,BERGEPAINT," ? 69,259.98 ",Paints
Coromandel International Ltd.,506395,COROMANDEL," ? 68,405.35 ",Fertilizers
General Insurance Corporation of India,540755,GICRE," ? 67,000.54 ",Insurance
Aurobindo Pharma Ltd.,524804,AUROPHARMA," ? 65,775.78 ",Pharmaceuticals & Drugs
Colgate-Palmolive (India) Ltd.,500830,COLPAL," ? 65,540.38 ",Household & Personal Products
IndusInd Bank Ltd.,532187,INDUSINDBK," ? 65,432.90 ",Bank - Private
JSW Infrastructure Ltd.,543994,JSWINFRA," ? 65,065.70 ",Port
Coforge Ltd.,532541,COFORGE," ? 64,293.40 ",IT - Software
Yes Bank Ltd.,532648,YESBANK," ? 64,079.97 ",Bank - Private
PI Industries Ltd.,523642,PIIND," ? 63,028.26 ",Pesticides & Agrochemicals
The Fertilisers And Chemicals Travancore Ltd.,590024,FACT," ? 62,652.55 ",Fertilizers
AU Small Finance Bank Ltd.,540611,AUBANK," ? 62,473.26 ",Bank - Private
Indian Railway Catering And Tourism Corporation Ltd.,542830,IRCTC," ? 62,040.00 ",Travel Services
UNO Minda Ltd.,532539,UNOMINDA," ? 62,008.23 ",Auto Ancillary
Schaeffler India Ltd.,505790,SCHAEFFLER," ? 61,929.08 ",Bearings
Vishal Mega Mart Ltd.,544307,VMM," ? 61,432.21 ",Retailing
Bharat Forge Ltd.,500493,BHARATFORG," ? 61,396.14 ",Forgings
UPL Ltd.,512070,UPL," ? 60,721.64 ",Pesticides & Agrochemicals
MRF Ltd.,500290,MRF," ? 60,436.29 ",Tyres & Allied
GE Vernova T&D India Ltd.,522275,GVT&D," ? 60,165.81 ",Electric Equipment
NMDC Ltd.,526371,NMDC," ? 59,740.40 ",Mining & Minerals
Tube Investments of India Ltd.,540762,TIINDIA," ? 59,731.56 ",Auto Ancillary
One97 Communications Ltd.,543396,PAYTM," ? 59,359.49 ",Fintech
FSN E-Commerce Ventures Ltd.,543384,NYKAA," ? 59,212.38 ",e-Commerce
Patanjali Foods Ltd.,500368,PATANJALI," ? 59,055.91 ",Edible Oil
Kalyan Jewellers India Ltd.,543278,KALYANKJIL," ? 58,854.14 ",Diamond  &  Jewellery
Fortis Healthcare Ltd.,532843,FORTIS," ? 58,490.38 ",Hospital & Healthcare Services
Jindal Stainless Ltd.,532508,JSL," ? 58,232.09 ",Steel & Iron Products
Alkem Laboratories Ltd.,539523,ALKEM," ? 57,977.07 ",Pharmaceuticals & Drugs
Max Financial Services Ltd.,500271,MFSL," ? 57,078.53 ",Finance - Others
Sundaram Finance Ltd.,590071,SUNDARMFIN," ? 56,808.39 ",Finance - NBFC
Glaxosmithkline Pharmaceuticals Ltd.,500660,GLAXO," ? 56,806.93 ",Pharmaceuticals & Drugs
IDFC First Bank Ltd.,539437,IDFCFIRSTB," ? 56,650.33 ",Bank - Private
Linde India Ltd.,523457,LINDEINDIA," ? 56,078.64 ",Industrial  Gases & Fuels
Supreme Industries Ltd.,509930,SUPREMEIND," ? 55,584.42 ",Plastic Products
The Phoenix Mills Ltd.,503100,PHOENIXLTD," ? 55,283.84 ",Construction - Real Estate
Bank Of India,532149,BANKINDIA," ? 55,128.26 ",Bank - Public
Steel Authority Of India Ltd.,500113,SAIL," ? 55,076.43 ",Steel & Iron Products
Mphasis Ltd.,526299,MPHASIS," ? 54,817.36 ",IT - Software
Cochin Shipyard Ltd.,540678,COCHINSHIP," ? 53,805.28 ",Ship Building
Page Industries Ltd.,532827,PAGEIND," ? 53,756.09 ",Textile
The Federal Bank Ltd.,500469,FEDERALBNK," ? 53,741.29 ",Bank - Private
Motilal Oswal Financial Services Ltd.,532892,MOTILALOFS," ? 52,073.50 ",Finance - Stock Broking
L&T Finance Ltd.,533519,LTF," ? 51,905.58 ",Finance - NBFC
Hexaware Technologies Ltd.,544362,HEXT," ? 51,609.30 ",IT - Software
United Breweries Ltd.,532478,UBL," ? 51,566.94 ",Breweries & Distilleries
Nippon Life India Asset Management Ltd.,540767,NAM-INDIA," ? 51,314.42 ",Finance - Asset Management
Glenmark Pharmaceuticals Ltd.,532296,GLENMARK," ? 49,506.49 ",Pharmaceuticals & Drugs
Tata Communications Ltd.,500483,TATACOMM," ? 49,185.30 ",Telecommunication - Service  Provider
APL Apollo Tubes Ltd.,533758,APLAPOLLO," ? 48,830.45 ",Steel & Iron Products
Biocon Ltd.,532523,BIOCON," ? 48,377.59 ",Pharmaceuticals & Drugs
Housing & Urban Development Corporation Ltd.,540530,HUDCO," ? 48,125.68 ",Finance - Housing
Balkrishna Industries Ltd.,502355,BALKRISIND," ? 47,880.80 ",Tyres & Allied
Indian Renewable Energy Development Agency Ltd.,544026,IREDA," ? 47,866.49 ",Finance - NBFC
360 One Wam Ltd.,542772,360ONE," ? 47,518.26 ",Finance - Others
JK Cement Ltd.,532644,JKCEMENT," ? 47,411.80 ",Cement & Construction Materials
Jubilant FoodWorks Ltd.,533155,JUBLFOOD," ? 46,675.36 ",Consumer Food
ITC Hotels Ltd.,544325,ITCHOTELS," ? 46,444.17 ","Hotel, Resort & Restaurants"
L&T Technology Services Ltd.,540115,LTTS," ? 46,143.38 ",IT - Software
Multi Commodity Exchange Of India Ltd.,534091,MCX," ? 46,120.50 ",Finance - Stock Broking
Godfrey Phillips India Ltd.,500163,GODFRYPHLP," ? 46,087.41 ",Cigarettes/Tobacco
Premier Energies Ltd.,544238,PREMIERENE," ? 45,615.43 ",Electronics - Components
Container Corporation Of India Ltd.,531344,CONCOR," ? 45,438.13 ",Logistics
Petronet LNG Ltd.,532522,PETRONET," ? 44,992.50 ",Industrial  Gases & Fuels
Bank Of Maharashtra,532525,MAHABANK," ? 44,864.84 ",Bank - Public
CRISIL Ltd.,500092,CRISIL," ? 44,170.53 ",Ratings
Voltas Ltd.,500575,VOLTAS," ? 43,891.86 ",Air Conditioners
Procter & Gamble Hygiene and Health Care Ltd.,500459,PGHH," ? 43,227.96 ",Household & Personal Products
Narayana Hrudayalaya Ltd.,539551,NH," ? 42,529.11 ",Hospital & Healthcare Services
Authum Investment & Infrastructure Ltd.,539177,AIIL," ? 42,332.19 ",Finance - Investment
UCO Bank,532505,UCOBANK," ? 41,292.77 ",Bank - Public
Kaynes Technology India Ltd.,543664,KAYNES," ? 41,115.00 ",Electronics - Components
Dalmia Bharat Ltd.,542216,DALBHARAT," ? 41,056.14 ",Cement & Construction Materials
Godrej Industries Ltd.,500164,GODREJIND," ? 40,642.61 ",Chemicals
Endurance Technologies Ltd.,540153,ENDURANCE," ? 40,574.20 ",Auto Ancillary
Laurus Labs Ltd.,540222,LAURUSLABS," ? 40,260.25 ",Pharmaceuticals & Drugs
Astral Ltd.,532830,ASTRAL," ? 40,144.78 ",Plastic Products
Garden Reach Shipbuilders & Engineers Ltd.,542011,GRSE," ? 40,009.58 ",Ship Building
Cholamandalam Financial Holdings Ltd.,504973,CHOLAHLDNG," ? 39,658.60 ",Finance - Investment
SJVN Ltd.,533206,SJVN," ? 39,474.79 ",Power Generation/Distribution
Gujarat Fluorochemicals Ltd.,542812,FLUOROCHEM," ? 39,135.16 ",Chemicals
Tata Elxsi Ltd.,500408,TATAELXSI," ? 38,669.45 ",IT - Software
K.P.R. Mill Ltd.,532889,KPRMILL," ? 37,866.16 ",Textile
Thermax Ltd.,500411,THERMAX," ? 37,809.85 ",Engineering - Industrial Equipments
Central Depository Services (India) Ltd.,,CDSL," ? 37,567.75 ",Depository Services
Mahindra & Mahindra Financial Services Ltd.,532720,M&MFIN," ? 37,116.05 ",Finance - NBFC
Cohance Lifesciences Ltd.,543064,COHANCE," ? 36,737.92 ",Pharmaceuticals & Drugs
Central Bank Of India,532885,CENTRALBK," ? 36,640.07 ",Bank - Public
Escorts Kubota Ltd.,500495,ESCORTS," ? 36,515.32 ",Automobiles-Tractors
KEI Industries Ltd.,517569,KEI," ? 36,413.18 ",Cable
ACC Ltd.,500410,ACC," ? 36,081.44 ",Cement & Construction Materials
Poonawalla Fincorp Ltd.,524000,POONAWALLA," ? 35,910.01 ",Finance - NBFC
Apar Industries Ltd.,532259,APARINDS," ? 35,189.45 ",Electric Equipment
Blue Star Ltd.,500067,BLUESTARCO," ? 35,055.27 ",Air Conditioners
Gillette India Ltd.,507815,GILLETTE," ? 35,035.63 ",Household & Personal Products
National Aluminium Company Ltd.,532234,NATIONALUM," ? 34,945.59 ",Aluminium & Aluminium Products
Ipca Laboratories Ltd.,524494,IPCALAB," ? 34,805.68 ",Pharmaceuticals & Drugs
Tata Investment Corporation Ltd.,501301,TATAINVEST," ? 34,756.44 ",Finance - NBFC
Radico Khaitan Ltd.,532497,RADICO," ? 34,381.98 ",Breweries & Distilleries
Honeywell Automation India Ltd.,517174,HONAUT," ? 34,371.42 ",Consumer Durables - Electronics
KPIT Technologies Ltd.,542651,KPITTECH," ? 33,889.44 ",IT - Software
LIC Housing Finance Ltd.,500253,LICHSGFIN," ? 33,628.10 ",Finance - Housing
AWL Agri Business Ltd.,543458,AWL," ? 33,470.11 ",Edible Oil
NBCC (India) Ltd.,534309,NBCC," ? 33,266.70 ",Construction - Real Estate
Gujarat Gas Ltd.,539336,GUJGASLTD," ? 33,056.49 ",Gas Transmission/Marketing
Exide Industries Ltd.,500086,EXIDEIND," ? 32,797.25 ",Batteries
3M India Ltd.,523395,3MINDIA," ? 32,319.48 ",Diversified
ITI Ltd.,523610,ITI," ? 31,774.62 ",Telecommunication - Equipment
Go Digit General Insurance Ltd.,544179,GODIGIT," ? 31,538.99 ",Insurance
NLC India Ltd.,513683,NLCINDIA," ? 31,493.29 ",Power Generation/Distribution
The New India Assurance Company Ltd.,540769,NIACL," ? 31,466.91 ",Insurance
Ajanta Pharma Ltd.,532331,AJANTPHARM," ? 31,453.58 ",Pharmaceuticals & Drugs
Metro Brands Ltd.,543426,METROBRAND," ? 30,947.96 ",Retailing
Global Health Ltd.,543654,MEDANTA," ? 30,946.22 ",Hospital & Healthcare Services
Gland Pharma Ltd.,543245,GLAND," ? 30,941.26 ",Pharmaceuticals & Drugs
AIA Engineering Ltd.,532683,AIAENG," ? 30,765.86 ",Castings/Forgings
Indraprastha Gas Ltd.,532514,IGL," ? 30,252.63 ",Gas Transmission/Marketing
Bandhan Bank Ltd.,541153,BANDHANBNK," ? 30,155.78 ",Bank - Private
IRB Infrastructure Developers Ltd.,532947,IRB," ? 29,995.71 ",Engineering - Construction
Nuvama Wealth Management Ltd.,543988,NUVAMA," ? 29,743.82 ",Finance - Others
Sona BLW Precision Forgings Ltd.,543300,SONACOMS," ? 29,587.70 ",Auto Ancillary
Aster DM Healthcare Ltd.,540975,ASTERDM," ? 29,379.16 ",Hospital & Healthcare Services
Tata Technologies Ltd.,544028,TATATECH," ? 28,820.72 ",IT - Software
Reliance Power Ltd.,532939,RPOWER," ? 28,797.37 ",Power Generation/Distribution
PNB Housing Finance Ltd.,540173,PNBHOUSING," ? 28,718.78 ",Finance - Housing
ICICI Securities Ltd.,541179,ISEC," ? 28,665.70 ",Finance - Stock Broking
Delhivery Ltd.,543529,DELHIVERY," ? 28,646.35 ",Courier  Services
Bayer CropScience Ltd.,506285,BAYERCROP," ? 28,587.67 ",Pesticides & Agrochemicals
Apollo Tyres Ltd.,500877,APOLLOTYRE," ? 28,433.47 ",Tyres & Allied
Inox Wind Ltd.,539083,INOXWIND," ? 28,092.53 ",Electric Equipment
Affle 3i Ltd.,542752,AFFLE," ? 27,575.03 ",BPO/ITeS
Krishna Institute of Medical Sciences Ltd,543308,KIMS," ? 27,459.53 ",Hospital & Healthcare Services
Hindustan Copper Ltd.,513599,HINDCOPPER," ? 27,424.80 ",Metal - Non Ferrous
Wockhardt Ltd.,532300,WOCKPHARMA," ? 27,255.33 ",Pharmaceuticals & Drugs
Inventurus Knowledge Solutions Ltd.,544309,IKS," ? 27,224.55 ",BPO/ITeS
Piramal Pharma Ltd.,543635,PPLPHARMA," ? 27,120.46 ",Pharmaceuticals & Drugs
Angel One Ltd.,543235,ANGELONE," ? 26,840.48 ",Finance - Stock Broking
Brigade Enterprises Ltd.,532929,BRIGADE," ? 26,762.38 ",Construction - Real Estate
Deepak Nitrite Ltd.,506401,DEEPAKNTR," ? 26,722.13 ",Chemicals
Aditya Birla Real Estate Ltd.,500040,ABREL," ? 26,646.95 ",Diversified
Piramal Enterprises Ltd.,500302,PEL," ? 26,402.50 ",Finance - NBFC
Motherson Sumi Wiring India Ltd.,543498,MSUMI," ? 26,336.54 ",Steel & Iron Products
Aegis Logistics Ltd.,500003,AEGISLOG," ? 26,133.70 ",Logistics
Pfizer Ltd.,500680,PFIZER," ? 26,069.35 ",Pharmaceuticals & Drugs
Timken India Ltd.,522113,TIMKEN," ? 25,933.92 ",Bearings
Jyoti CNC Automation Ltd.,544081,JYOTICNC," ? 25,860.28 ",Engineering - Industrial Equipments
Sumitomo Chemical India Ltd.,542920,SUMICHEM," ? 25,853.25 ",Pesticides & Agrochemicals
Redington Ltd.,532805,REDINGTON," ? 25,775.10 ",Trading
JB Chemicals & Pharmaceuticals Ltd.,506943,JBCHEPHARM," ? 25,681.06 ",Pharmaceuticals & Drugs
Syngene International Ltd.,539268,SYNGENE," ? 25,576.53 ",Business Support
The Ramco Cements Ltd.,500260,RAMCOCEM," ? 25,453.42 ",Cement & Construction Materials
ZF Commercial Vehicle Control Systems India Ltd.,533023,ZFCVINDIA," ? 25,355.87 ",Auto Ancillary
Mangalore Refinery And Petrochemicals Ltd.,500109,MRPL," ? 25,025.36 ",Refineries
Star Health and Allied Insurance Company Ltd.,543412,STARHEALTH," ? 24,914.18 ",Insurance
TVS Holdings Ltd.,520056,TVSHLTD," ? 24,879.82 ",Auto Ancillary
Himadri Speciality Chemical Ltd.,500184,HSCL," ? 24,835.69 ",Chemicals
Firstsource Solutions Ltd.,532809,FSL," ? 24,712.19 ",BPO/ITeS
Emami Ltd.,531162,EMAMILTD," ? 24,681.89 ",Household & Personal Products
Shyam Metalics And Energy Ltd.,543299,SHYAMMETL," ? 24,317.25 ",Steel & Iron Products
Emcure Pharmaceuticals Ltd.,544210,EMCURE," ? 24,287.39 ",Pharmaceuticals & Drugs
OneSource Specialty Pharma Ltd.,544292,ONESOURCE," ? 24,264.51 ",Pharmaceuticals & Drugs
Navin Fluorine International Ltd.,532504,NAVINFLUOR," ? 24,238.23 ",Chemicals
KEC International Ltd.,532714,KEC," ? 24,218.88 ",Engineering - Construction
SKF India Ltd.,500472,SKFINDIA," ? 24,134.63 ",Bearings
Amber Enterprises India Ltd.,540902,AMBER," ? 23,999.28 ",Air Conditioners
Welspun Corp Ltd.,532144,WELCORP," ? 23,988.72 ",Steel & Iron Products
